61426971,37.5808029,127.1519403
61426972,37.5807127,127.1514894
61426973,37.5807198,127.1514619
61427095,37.580706,127.1514617
61427096,37.5805362,127.1515165
61427097,37.5804361,127.1520165
61427098,37.5801388,127.1526128
61427099,37.5797731,127.1530384
61427100,37.5797773,127.1534496
61427101,37.5794527,127.1535112
61427102,37.5790199,127.1534356
61427103,37.5788785,127.1530712
61427104,37.578732,127.1520206
61427105,37.578435,127.1525145
61427233,37.5783699,127.1529533
61427234,37.5780607,127.1531424
61427235,37.5779789,127.1529864
61427236,37.5779729,127.1529798
61427237,37.577603,127.1523028
61427238,37.5772608,127.1504567
61427239,37.5770579,127.1485972
61427240,37.576891,127.1466891
61427241,37.5769053,127.144719
61427242,37.5768979,127.1428835
61427243,37.5768166,127.140653
61427299,37.5765624,127.1383219
61427300,37.576182,127.1362983
61427301,37.5754265,127.1338313
61427302,37.5745683,127.131662
61427303,37.573735,127.1296893
61427304,37.5726256,127.1274985
61427305,37.5712377,127.1255728
61427306,37.5696301,127.1233988
61427307,37.5680562,127.1214316
61427308,37.5665357,127.119893
61427309,37.5649806,127.1185017
61427354,37.563585,127.1173133
61427355,37.5619082,127.1161257
61427356,37.5603444,127.1152839
61427357,37.5589018,127.1145697
61427358,37.5572608,127.1138131
61427359,37.5557364,127.1134268
61427360,37.5543142,127.113003
61427361,37.5530176,127.1123258
61427362,37.5517388,127.1116486
61427363,37.5503697,127.1109801
61427364,37.5488941,127.1105677
61427456,37.5473746,127.1102586
61427457,37.545857,127.1091993
61427458,37.5446204,127.10784
61427459,37.5434021,127.1065979
61427460,37.542243,127.1052819
61427461,37.54132,127.1042375
61427462,37.540458,127.1032221
61427463,37.5396837,127.1019708
61427464,37.5386942,127.1006988
61427465,37.5377494,127.0996143
61427466,37.5366189,127.0983142
61427517,37.5355753,127.0971114
61427518,37.5343773,127.0957411
61427519,37.533179,127.0944367
61427520,37.5320818,127.0933296
61427521,37.5310039,127.0921677
61427522,37.5298212,127.0906688
61427523,37.5289657,127.0890245
61427524,37.5281785,127.0873488
61427525,37.5277117,127.0854767
61427526,37.5275728,127.0833992
61427527,37.5276489,127.0811261
61427583,37.5280234,127.0789967
61427584,37.5287382,127.0767368
61427585,37.5294386,127.0747332
61427586,37.5301057,127.0724347
61427587,37.5306597,127.0704322
61427588,37.5312526,127.0681978
61427589,37.5318872,127.0658867
61427590,37.5324247,127.0638314
61427591,37.5329146,127.0619392
61427592,37.5335573,127.0598105
61427593,37.5341315,127.0578057
61427616,37.5345934,127.0558027
61427617,37.5351502,127.053702
61427618,37.5357665,127.0514148
61427619,37.5364804,127.0488442
61427620,37.5371696,127.0464784
61427621,37.5378022,127.0440682
61427622,37.5382632,127.0421599
61427623,37.5388701,127.0404071
61427624,37.5394185,127.0388582
61427625,37.5401081,127.0370045
61427626,37.5409791,127.0347007
61427704,37.5417599,127.0325915
61427705,37.5424343,127.0307876
61427706,37.5430489,127.0291127
61427707,37.543616,127.0271354
61427708,37.5435148,127.0246245
61427709,37.5424789,127.0222963
61427710,37.5411933,127.0202467
61427711,37.5398833,127.018267
61427712,37.5382002,127.0168636
61427713,37.5364691,127.0157409
61427714,37.5347702,127.0146223
61427780,37.5332349,127.0136177
61427781,37.5315504,127.0124799
61427782,37.5298775,127.0105993
61427783,37.5287046,127.0083671
61427784,37.5274986,127.0060613
61427785,37.5261024,127.0039637
61427786,37.5242361,127.0024345
61427787,37.522364,127.0009344
61427788,37.5213839,126.999022
61427789,37.5210362,126.9981057
61427790,37.5208567,126.9975742
61427892,37.5207846,126.9973997
61427893,37.5206273,126.9970446
61427894,37.5204576,126.996546
61427895,37.5203338,126.9962026
61427896,37.520209,126.9958546
61427897,37.5200658,126.9954834
61427898,37.5198791,126.9949977
61427899,37.5196839,126.9945138
61427900,37.5195201,126.9941269
61427901,37.5193757,126.9937736
61427902,37.5192175,126.9934078
61427936,37.518972,126.992843
61427937,37.5187359,126.9923256
61427938,37.5184523,126.9918773
61427939,37.5180389,126.9913281
61427940,37.5175752,126.9905628
61427941,37.5171695,126.9896091
61427942,37.5169791,126.9888735
61427943,37.5169126,126.9884771
61427944,37.5168538,126.9879518
61427945,37.5167973,126.9873733
61427946,37.5167514,126.9868811
61428112,37.5167071,126.9863124
61428113,37.516612,126.9854191
61428114,37.5165583,126.984889
61428115,37.5165019,126.9843211
61428116,37.5164674,126.9839744
61428117,37.5163957,126.9832936
61428118,37.5163255,126.9827693
61428119,37.5163038,126.9821218
61428120,37.5163049,126.9817478
61428121,37.5163025,126.9812009
61428122,37.5162833,126.9808537
61429663,37.5162694,126.9807449
61429664,37.5162557,126.9803884
61429665,37.5162697,126.9799863
61429666,37.5162791,126.9795015
61429667,37.5163154,126.9786345
61429668,37.5163557,126.9781273
61429669,37.5163945,126.9777428
61429670,37.5164918,126.9770285
61429671,37.5166328,126.9761928
61429672,37.516774,126.9754717
61429673,37.5169228,126.9749396
61430336,37.5170423,126.9744164
61430337,37.5172181,126.9737887
61430338,37.5174326,126.9730979
61430339,37.5176578,126.9724425
61430340,37.5179089,126.9717825
61430341,37.5182248,126.9710206
61430342,37.5184264,126.9705676
61430343,37.5186166,126.9701525
61430344,37.518829,126.9697255
61430345,37.5193817,126.9684192
61430346,37.5198806,126.9672694
61433284,37.5199316,126.9671434
61433285,37.5201725,126.9666384
61433286,37.520341,126.9662927
61433287,37.5204099,126.9660285
61433288,37.5206467,126.9656914
61433289,37.5209025,126.9654355
61433290,37.521103,126.9652827
61433291,37.5215869,126.9649869
61433292,37.5218042,126.9647949
61433293,37.521881,126.9643355
61433294,37.5219802,126.9638842
61434147,37.5220436,126.9636229
61434148,37.5220536,126.9635639
61434149,37.5221989,126.9629235
61434150,37.5223676,126.9620642
61434151,37.5219938,126.961433
61434152,37.5212475,126.9610019
61434153,37.520345,126.9604841
61434154,37.5190513,126.9597099
61434155,37.5178987,126.9590056
61434156,37.5168301,126.9582082
61434157,37.5155623,126.9572971
61435236,37.5144323,126.9565002
61435237,37.5135056,126.9557778
61435238,37.5130109,126.9550938
61435239,37.5125455,126.9542698
61435240,37.5120282,126.9538444
61435241,37.5116363,126.9536531
61435242,37.5112991,126.9534546
61435243,37.51082,126.953191
61435244,37.5104867,126.953013
61435245,37.5099918,126.9528076
61435246,37.5087625,126.9522928
61435549,37.5075491,126.9517283
61435550,37.5070206,126.9514632
61435551,37.5058181,126.9506525
61435552,37.5050972,126.9501724
61435553,37.5047188,126.9500131
61435554,37.5043293,126.9498552
61435555,37.504483,126.9502022
61435556,37.504649,126.9504721
61435557,37.5047436,126.9510846
61435558,37.5048321,126.9516326
61435559,37.504895,126.9520542
61435879,37.5049484,126.9527028
61435880,37.5049837,126.9532631
61435881,37.5049726,126.9539882
61435882,37.5046147,126.9541558
61435883,37.5041743,126.9545526
61435884,37.5039679,126.9553773
61435885,37.50355,126.9557537
61435886,37.5029731,126.9561909
61435887,37.5029606,126.9567442
61435888,37.50294,126.9573368
61435889,37.5028606,126.9573603
61436791,37.5028809,126.9573684
61436792,37.5028568,126.9574224
61436793,37.5037874,126.9573126
61436794,37.5038542,126.9569549
61436795,37.5039424,126.9568451
61436796,37.5039535,126.9568578
61436797,37.50395,126.956852
61436798,37.5039492,126.9568522
61436799,37.5039424,126.956838
61436800,37.5039395,126.9568323
61436801,37.5039373,126.9568264
61436956,37.5039372,126.9568264
61436957,37.5037779,126.9573078
61436958,37.503057,126.9574114
61436959,37.5029638,126.9569132
61436960,37.5029419,126.9564053
61436961,37.5031917,126.9557732
61436962,37.5038544,126.9555648
61436963,37.5040599,126.9548594
61436964,37.5043509,126.9542001
61436965,37.5046807,126.9542292
61436966,37.5049398,126.9541875
61437121,37.5049397,126.9541875
61437122,37.5050363,126.9538197
61437123,37.5049742,126.9531293
61437124,37.5049135,126.9526353
61437125,37.5048377,126.952148
61437126,37.5048254,126.9515458
61437127,37.5047951,126.9510545
61437128,37.5047619,126.9505624
61437129,37.5053397,126.9505953
61437130,37.5060146,126.950985
61437131,37.5063217,126.9508877
61437385,37.5062656,126.9505784
61437386,37.5057632,126.9503226
61437387,37.505307,126.9500872
61437388,37.5048757,126.9496823
61437389,37.5043185,126.9495814
61437390,37.5039403,126.9489353
61437391,37.5036039,126.9483167
61437392,37.5033556,126.9478186
61437393,37.5036554,126.9474377
61437394,37.5042029,126.9469487
61437395,37.5045866,126.9466002
61437825,37.5049402,126.9460741
61437826,37.5052186,126.9451736
61437827,37.5052952,126.9443636
61437828,37.5052812,126.9430737
61437829,37.5052542,126.9417724
61437830,37.5051574,126.9409903
61437831,37.5051076,126.9403353
61437832,37.5051422,126.9398217
61437833,37.5051523,126.9398163
61437834,37.5048293,126.9389189
61437835,37.5044131,126.9382497
61438807,37.5045301,126.9377094
61438808,37.5049108,126.9373226
61438809,37.5054415,126.9367789
61438810,37.5058809,126.9359891
61438811,37.505772,126.9352191
61438812,37.5055906,126.9344059
61438813,37.5057742,126.9336264
61438814,37.5061262,126.9329629
61438815,37.5066035,126.9324278
61438816,37.5071869,126.9323279
61438817,37.5079568,126.932283
61439265,37.5084301,126.9323113
61439266,37.5084328,126.9330855
61439267,37.5084423,126.934365
61439268,37.5088128,126.9345906
61439269,37.5088123,126.934006
61439270,37.5087109,126.9339983
61439271,37.5087109,126.934005
61439272,37.5087103,126.9340044
61439273,37.5087123,126.9340148
61439274,37.5087839,126.9344385
61439275,37.5085227,126.934669
61439402,37.5083416,126.9345279
61439403,37.5083865,126.9340412
61439404,37.5084113,126.9334747
61439405,37.5084642,126.9329413
61439406,37.5084463,126.9324896
61439407,37.5077039,126.9323237
61439408,37.5069723,126.9323525
61439409,37.5063768,126.9325463
61439410,37.5060434,126.9330757
61439411,37.5057149,126.9337183
61439412,37.5055767,126.9345233
61439578,37.5057986,126.9353565
61439579,37.5058518,126.9360982
61439580,37.5053639,126.9368127
61439581,37.5049029,126.93728
61439582,37.5045743,126.9368497
61439583,37.5044777,126.9363935
61439584,37.5041228,126.9357364
61439585,37.5037733,126.9353213
61439586,37.5033315,126.9349105
61439587,37.5029597,126.9346215
61439588,37.5025861,126.9342698
61440156,37.5021464,126.9337518
61440157,37.5018016,126.9334089
61440158,37.5015276,126.9330451
61440159,37.5017325,126.9327037
61440160,37.501952,126.9322201
61440161,37.5024027,126.9315374
61440162,37.5026381,126.9313343
61440163,37.5025749,126.9309101
61440164,37.5023264,126.9307062
61440165,37.5017284,126.93094
61440166,37.501388,126.9309777
61442727,37.5011746,126.9307118
61442729,37.5009531,126.9304836
61442730,37.5005552,126.9304764
61442731,37.5001704,126.9304679
61442732,37.5004871,126.9299695
61442733,37.5008831,126.929801
61442734,37.501413,126.9296747
61442736,37.5019603,126.9294954
61442737,37.5024061,126.9293755
61442738,37.5027055,126.9293667
61442739,37.5028494,126.9303856
61452470,37.502846,126.9304345
61452471,37.5031198,126.9303267
61452472,37.5033563,126.9305162
61452473,37.5033916,126.9309385
61452474,37.5034972,126.9313376
61452475,37.50353,126.9313589
61452476,37.5035309,126.9313594
61452477,37.5033728,126.9306125
61452478,37.5031604,126.9303014
61452479,37.5028865,126.9304604
61452480,37.5028646,126.9303923
61456562,37.502865,126.9303925
61456563,37.5027263,126.9296515
61456564,37.5026517,126.9292932
61456565,37.5019278,126.9295137
61456566,37.5013936,126.9296854
